date,open,high,low,close,volume
2020-05-18,120.217499,121.650002,119.200500,121.313004,87144000
2020-05-19,121.491501,124.250000,121.448502,122.466499,86410000
2020-05-20,123.893501,125.000504,123.363503,124.897003,79962000
2020-05-21,125.000000,126.272499,122.126999,122.336998,102288000
2020-05-22,122.750504,123.492500,121.506500,121.844002,57342000
2020-05-26,122.900002,123.099998,120.703003,121.093002,71364000
2020-05-27,120.249496,120.679001,116.500000,120.519501,101138000
2020-05-28,119.216499,121.848503,118.911499,120.055000,63804000
2020-05-29,120.796997,122.118500,119.910004,122.118500,70198000
2020-06-01,122.400002,123.846497,122.208504,123.552002,58578000
2020-06-02,123.349998,123.676498,122.265503,123.620499,50598000
2020-06-03,123.400497,124.400002,123.058502,123.919998,53420000
2020-06-04,123.871498,125.376999,122.500504,123.029999,58974000
2020-06-05,122.225502,124.432503,121.856499,124.150002,66128000
2020-06-08,125.010002,126.500000,124.366997,126.203003,79414000
2020-06-09,126.472000,131.321503,126.250000,130.042999,103520000
2020-06-10,132.250000,136.117493,131.313004,132.372498,98920000
2020-06-11,130.175003,133.569000,126.811501,127.898003,116002000
2020-06-12,130.060501,131.074005,125.167503,127.250999,108722000
2020-06-15,126.330002,129.199997,125.400002,128.634003,77302000
2020-06-16,131.000000,131.000000,128.800003,130.763504,71712000
2020-06-17,132.375000,132.750000,131.591003,132.048996,59186000
2020-06-18,132.350494,132.981995,131.805496,132.699005,49756000
2020-06-19,133.904007,134.871506,132.949997,133.750504,115540000
2020-06-22,134.225006,135.750000,133.449997,135.690994,64176000
2020-06-23,136.300995,139.155502,135.901993,138.220505,84634000
2020-06-24,139.000000,139.800003,136.050003,136.720001,90532000
2020-06-25,136.977493,137.811493,135.606995,137.729004,59374000
2020-06-26,138.753006,139.128494,134.399994,134.643494,130016000
2020-06-29,134.500504,134.839996,131.503998,134.018997,84468000
2020-06-30,134.253494,138.481506,133.751495,137.940994,75394000
2020-07-01,137.899506,144.750000,137.699997,143.934998,127268000
2020-07-02,145.600494,147.778000,143.554993,144.514999,131868000
2020-07-06,146.748505,152.994003,146.500000,152.852005,137612000
2020-07-07,152.927505,153.477493,149.500000,150.005997,105150000
2020-07-08,151.130493,154.198502,150.621506,154.055496,100752000
2020-07-09,155.799500,159.694000,153.699997,159.131500,127774000
2020-07-10,159.587997,160.750000,156.785004,160.000000,109720000
2020-07-13,162.552994,167.214493,153.419495,155.199997,154408000
2020-07-14,154.449997,156.369003,147.500000,154.199997,144638000
2020-07-15,154.011505,154.917496,148.658997,150.443497,115778000
2020-07-16,148.552994,151.600006,145.911499,149.994995,127884000
2020-07-17,150.449997,151.199997,147.422501,148.098495,95226000
2020-07-20,150.009995,160.067993,149.701004,159.841995,151964000
2020-07-21,161.624496,162.029007,155.285995,156.914505,122426000
2020-07-22,156.250000,157.500000,153.263000,154.995499,82084000
2020-07-23,154.913498,154.913498,148.500000,149.327499,113138000
2020-07-24,146.500000,151.578995,144.399994,150.445496,112648000
2020-07-27,153.100006,154.899994,150.788498,152.760498,83410000
2020-07-28,152.713501,153.854507,149.787994,150.016495,62534000
2020-07-29,151.549500,151.957993,149.838501,151.676498,59482000
2020-07-30,150.699997,154.600006,150.250000,152.593994,122566000
2020-07-31,162.199997,162.341003,157.550003,158.233994,161710000
2020-08-03,159.025497,159.199997,155.199997,155.594498,101494000
2020-08-04,155.060501,158.362000,155.060501,156.941498,93886000
2020-08-05,157.188507,160.679504,156.365005,160.251495,78330000
2020-08-06,159.718002,162.373505,158.271500,161.250000,78812000
2020-08-07,161.200500,162.040497,157.033493,158.373001,78722000
2020-08-10,158.515503,158.625504,155.076004,157.408005,63346000
2020-08-11,155.660004,157.960999,153.649994,154.033493,74362000
2020-08-12,155.399994,158.719498,155.070999,158.112000,70442000
2020-08-13,159.149506,160.876007,157.750000,158.050995,62980000
2020-08-14,158.908997,158.912003,156.000000,157.401001,55034000
2020-08-17,158.656006,159.748505,157.709000,159.120499,53824000
2020-08-18,160.600006,166.000000,160.291000,165.624496,106920000
2020-08-19,165.150497,165.794998,162.800003,163.024002,83702000
2020-08-20,162.600006,165.630997,161.899994,164.868500,66650000
2020-08-21,164.750000,165.720001,163.769501,164.235992,71518000
2020-08-24,165.507507,169.016006,162.878006,165.373001,93326000
2020-08-25,164.749496,167.869995,163.350006,167.324493,79856000
2020-08-26,167.555496,172.587006,167.228500,172.092499,130174000
2020-08-27,172.502502,172.649994,168.899994,170.000000,85296000
2020-08-28,171.149994,171.668503,169.324997,170.089996,57940000
2020-08-31,170.449493,174.750000,170.250000,172.548004,83718000
2020-09-01,174.479004,175.693497,173.350006,174.955994,68644000
2020-09-02,177.350006,177.612503,174.334503,176.572495,78630000
2020-09-03,174.250000,174.420502,165.149994,168.399994,163222000
2020-09-04,165.899994,169.074997,155.556503,164.731003,175636000
2020-09-08,157.199997,162.542496,156.500000,157.492004,121884000
2020-09-09,160.149506,165.158997,159.250000,163.430496,103774000
2020-09-10,165.360992,167.494507,158.527496,158.755493,106614000
2020-09-11,160.434494,160.867004,154.199005,155.811005,101880000
2020-09-14,158.647003,159.369507,154.800003,155.148499,90592000
2020-09-15,156.807999,158.751007,155.445999,157.806503,80430000
2020-09-16,158.999496,159.362000,153.707504,153.904999,90244000
2020-09-17,150.462494,151.471497,148.627502,150.436493,128982000
2020-09-18,151.587006,151.889999,145.276993,147.745499,177852000
2020-09-21,145.324997,148.100006,143.550003,148.023499,122358000
2020-09-22,151.692001,156.699493,150.009995,156.449493,138976000
2020-09-23,156.021500,156.350006,149.619003,149.992996,113054000
2020-09-24,148.889496,153.464996,148.250000,150.989502,110588000
2020-09-25,152.742996,155.076996,149.949997,154.756500,92304000
2020-09-28,157.442505,158.751999,155.858505,158.702499,84484000
2020-09-29,158.769501,159.412994,156.626999,157.244003,69916000
2020-09-30,157.057007,160.643997,156.699493,157.436493,97922000
2020-10-01,160.399994,161.199997,158.600006,161.063004,99438000
2020-10-02,157.681503,159.789993,156.149994,156.250000,112262000
2020-10-05,157.292007,160.126495,157.042496,159.960007,75506000
2020-10-06,158.250000,159.100006,154.500000,154.998001,101738000
2020-10-07,156.750000,160.000000,156.619507,159.784500,86188000
2020-10-08,161.249496,161.664505,158.749496,159.527496,63482000
2020-10-09,160.500000,164.449493,159.891495,164.332504,98158000
2020-10-12,167.496994,174.811996,166.977493,172.146500,167284000
2020-10-13,173.399506,174.619003,171.210999,172.181503,114894000
2020-10-14,172.350006,173.244003,167.000000,168.185501,116254000
2020-10-15,164.600494,167.794006,164.000000,166.932495,104468000
2020-10-16,168.161499,169.983002,158.000000,163.635498,129488000
2020-10-19,164.980499,166.449997,159.636993,160.360504,104472000
2020-10-20,161.113998,163.300003,159.600494,160.850494,90194000
2020-10-21,160.625000,161.694000,158.000000,159.246994,91854000
2020-10-22,159.493500,159.937500,156.097000,158.820007,84240000
2020-10-23,159.550003,160.266495,157.000000,160.220001,69334000
2020-10-26,159.936996,164.149002,157.664993,160.352005,118024000
2020-10-27,161.246994,164.582993,160.565002,164.316498,85820000
2020-10-28,162.464996,163.201004,158.123505,158.139008,111766000
2020-10-29,160.063507,162.862503,158.199997,160.550507,131930000
2020-10-30,157.887497,158.350006,150.949997,151.807495,167728000
2020-11-02,153.087006,153.985504,147.505997,150.223999,145148000
2020-11-03,150.926498,153.744995,149.048996,152.420502,97958000
2020-11-04,157.999496,162.242493,156.986496,162.057999,136780000
2020-11-05,165.998505,168.339996,164.444000,166.100006,115786000
2020-11-06,165.231995,166.100006,161.600006,165.568497,92946000
2020-11-09,161.551498,164.449997,155.605499,157.186996,143808000
2020-11-10,154.751007,155.699997,150.973999,151.751007,131820000
2020-11-11,153.089005,156.957504,152.500000,156.869507,87338000
2020-11-12,157.997498,158.794006,154.302505,155.514008,87240000
2020-11-13,156.100006,157.085999,154.269501,156.440506,75124000
2020-11-16,154.660004,157.134995,153.634506,156.552994,76174000
2020-11-17,159.177002,159.462494,156.763000,156.783005,68894000
2020-11-18,156.699997,157.000000,155.255005,155.272995,58336000
2020-11-19,155.265503,156.250000,154.046005,155.850998,60206000
2020-11-20,155.850998,156.644501,154.902496,154.970001,67488000
2020-11-23,155.835007,156.987503,153.272995,154.919495,94178000
2020-11-24,155.024994,156.712494,154.313004,155.903000,72042000
2020-11-25,157.093506,159.899994,157.013000,159.253494,75808000
2020-11-27,160.563004,160.809494,159.502502,159.766998,47858000
2020-11-30,160.423996,161.419495,156.277496,158.401993,81278000
2020-12-01,159.425003,162.447495,157.858994,161.003998,90740000
2020-12-02,161.082504,161.600006,158.662994,160.176498,62586000
2020-12-03,160.272995,161.432007,159.065506,159.336502,57840000
2020-12-04,159.910507,159.910507,157.938004,158.128998,58272000
2020-12-07,157.824005,159.037994,157.084503,157.899994,55026000
2020-12-08,157.945007,159.206497,156.001007,158.864502,65726000
2020-12-09,158.394501,158.721497,154.399994,155.210007,82016000
2020-12-10,154.449493,157.104996,153.800003,155.074493,60604000
2020-12-11,154.832993,155.933502,153.641006,155.820999,61294000
2020-12-14,157.149994,159.523499,156.300003,157.848495,83116000
2020-12-15,159.050507,159.425003,156.524506,158.255997,66390000
2020-12-16,158.800507,162.350006,158.184006,162.048004,88552000
2020-12-17,162.500000,163.175507,161.050003,161.804001,69486000
2020-12-18,162.199493,162.470993,158.580002,160.082504,119914000
2020-12-21,160.000504,161.348495,158.300003,160.309006,76736000
2020-12-22,160.141998,161.100006,159.003998,160.326004,47388000
2020-12-23,160.250000,160.506500,159.208496,159.263504,41876000
2020-12-24,159.695007,160.100006,158.449997,158.634506,29038000
2020-12-28,159.699997,165.199997,158.634506,164.197998,113736000
2020-12-29,165.496994,167.532501,164.061005,166.100006,97458000
2020-12-30,167.050003,167.104996,164.123505,164.292496,64186000
2020-12-31,163.750000,164.145996,162.059998,162.846497,59144000
2021-01-04,163.500000,163.600006,157.201004,159.331497,88228000
2021-01-05,158.300507,161.169006,158.253006,160.925507,53110000
2021-01-06,157.324005,159.875504,156.557999,156.919006,87896000
2021-01-07,157.850006,160.427002,157.750000,158.108002,70290000
2021-01-08,159.000000,159.531998,157.110001,159.134995,70754000
2021-01-11,157.400497,157.819000,155.500000,155.710495,73668000
2021-01-12,156.000000,157.106995,154.300003,156.041504,70292000
2021-01-13,156.421997,159.497498,156.104004,158.294495,66424000
2021-01-14,158.376007,158.899994,156.029495,156.373505,61418000
2021-01-15,156.151001,157.127502,154.758499,155.212494,84880000
2021-01-19,155.350006,157.250000,154.800003,156.037994,66102000
2021-01-20,159.099503,163.990005,158.750000,163.169006,106196000
2021-01-21,164.649994,167.427505,164.478500,165.349503,98722000
2021-01-22,165.215500,166.095505,164.158005,164.611496,56438000
2021-01-25,166.425003,168.194504,162.157501,164.699997,74996000
2021-01-26,164.817993,166.899994,164.143494,166.306503,59104000
2021-01-27,167.074493,167.326004,160.354004,161.628998,93204000
2021-01-28,161.751999,165.084000,161.434494,161.880997,62984000
2021-01-29,161.500000,161.849503,159.227493,160.309998,85872000
2021-02-01,162.117996,167.513000,161.751495,167.143997,83204000
2021-02-02,169.000000,171.386993,168.056503,169.000000,141972000
2021-02-03,171.250504,171.699997,165.431000,165.626495,141776000
2021-02-04,166.500000,167.350006,163.887497,166.550003,73414000
2021-02-05,165.949997,168.850006,165.135498,167.607498,72416000
2021-02-08,167.925003,168.250000,165.199997,166.147003,65148000
2021-02-09,165.624496,166.899994,164.891998,165.250000,44070000
2021-02-10,165.699997,165.897507,162.699997,164.328995,63032000
2021-02-11,164.600006,164.600006,162.403000,163.106506,46028000
2021-02-12,162.500000,164.012497,161.665497,163.885498,46706000
2021-02-16,162.702499,165.414993,162.679504,163.447495,51494000
2021-02-17,163.179993,166.045502,162.975006,165.432007,65950000
2021-02-18,164.121002,166.899994,163.697006,166.411499,60548000
2021-02-19,166.411499,166.675003,162.287506,162.494995,86104000
2021-02-22,160.406494,161.615997,158.613007,159.037003,70314000
2021-02-23,156.351501,160.236496,154.679993,159.725006,93544000
2021-02-24,158.337494,158.561493,156.268997,157.976501,60226000
2021-02-25,156.837006,158.912994,152.388000,152.858002,90676000
2021-02-26,154.759995,156.121994,151.835007,154.646500,85518000
2021-03-01,156.394501,157.477997,154.899506,157.307007,54582000
2021-03-02,157.173492,158.175995,154.356003,154.726501,51916000
2021-03-03,154.059006,155.389008,149.750000,150.250000,79774000
2021-03-04,150.600006,152.906494,147.271500,148.878494,109632000
2021-03-05,150.250000,150.449997,144.050003,150.022995,107772000
2021-03-08,150.750000,153.229507,147.565506,147.597504,83700000
2021-03-09,150.899506,154.548004,150.257507,153.142502,80600000
2021-03-10,154.922501,155.822998,151.502502,152.882004,60250000
2021-03-11,155.200500,156.589005,154.146500,155.679504,55528000
2021-03-12,153.750000,154.949005,152.274994,154.474503,48438000
2021-03-15,153.728500,154.112000,151.604507,154.084000,58272000
2021-03-16,155.248505,156.445496,153.792999,154.593002,50776000
2021-03-17,153.660995,158.652496,153.511002,156.786499,62372000
2021-03-18,155.050003,155.831497,151.250000,151.399506,72992000
2021-03-19,151.461502,153.864502,150.831497,153.748001,92508000
2021-03-22,153.392502,156.328995,153.002502,155.543503,58044000
2021-03-23,156.350006,159.100006,156.042496,156.875000,76346000
2021-03-24,157.552002,158.015503,154.257507,154.353500,59180000
2021-03-25,153.649506,155.488998,151.856995,152.313004,71270000
2021-03-26,152.203003,152.832993,149.800003,152.601501,66258000
2021-03-29,152.772003,154.562500,151.422501,153.786499,54920000
2021-03-30,153.500504,153.649994,151.699997,152.764496,46752000
2021-03-31,153.203003,155.966507,153.125000,154.703995,61878000
2021-04-01,155.897003,158.121994,155.777496,158.050003,58806000
2021-04-05,158.649994,161.798004,158.061996,161.336502,66698000
2021-04-06,161.187500,162.365494,160.852005,161.190994,50756000
2021-04-07,161.690002,165.180496,161.182495,163.969498,66924000
2021-04-08,165.544998,166.225006,164.600006,164.964996,56242000
2021-04-09,165.235001,168.610001,164.445007,168.610001,86830000
2021-04-12,167.760498,169.751999,167.557495,168.969498,65636000
2021-04-13,170.042496,171.600006,169.781494,170.000000,66316000
2021-04-14,170.201996,170.206497,166.300003,166.649994,62904000
2021-04-15,168.550003,169.850006,167.600006,168.954498,64672000
2021-04-16,169.000000,170.339996,167.779495,169.972000,63720000
2021-04-19,169.516495,171.796494,168.007996,168.600494,54508000
2021-04-20,168.679993,169.149506,165.800003,166.734497,52460000
2021-04-21,165.800003,168.143005,165.190506,168.100998,44224000
2021-04-22,168.584000,168.643494,165.072495,165.451996,51612000
2021-04-23,165.955002,168.750000,165.425003,167.044006,63856000
2021-04-26,167.399994,171.422501,166.546997,170.449997,97614000
2021-04-27,172.173492,173.000000,169.900497,170.871506,76542000
2021-04-28,171.740005,174.494003,171.250000,172.925003,92638000
2021-04-29,175.255005,175.722504,171.750000,173.565506,153648000
2021-04-30,176.255997,177.699997,173.125000,173.371002,140186000
2021-05-03,174.236496,174.332504,168.634995,169.324493,117510000
2021-05-04,167.809494,168.399002,163.606506,165.593506,108788000
2021-05-05,166.942993,167.735001,163.218002,163.526993,74226000
2021-05-06,163.500000,165.720001,162.360001,165.318497,88954000
2021-05-07,165.954498,166.544495,164.453506,164.580505,94206000
2021-05-10,164.115997,164.149994,159.500000,159.524506,116772000
2021-05-11,156.813995,161.899994,156.368500,161.195496,92396000
2021-05-12,159.250000,160.397003,156.654999,157.597000,98728000
2021-05-13,159.273499,160.192001,156.649994,158.073502,67018000
2021-05-14,159.278000,161.442993,159.149994,161.145004,66500000
2021-05-17,162.296494,164.637497,161.729507,163.519501,74478000
2021-05-18,164.628998,165.600006,161.518494,161.613998,56568000
2021-05-19,159.750000,161.737503,159.199997,161.589996,53594000
2021-05-20,162.220001,162.983994,161.809006,162.384003,52664000
2021-05-21,162.500000,162.834503,159.850494,160.154007,82098000
2021-05-24,160.774994,162.897507,160.524994,162.249496,48456000
2021-05-25,163.333496,163.990997,160.688004,162.952499,65222000
2021-05-26,163.729507,164.786499,162.925507,163.257996,47680000
2021-05-27,162.800003,163.018005,161.501999,161.505493,51224000
2021-05-28,162.100006,162.399506,160.985001,161.153503,46596000
2021-06-01,162.175003,162.548996,160.453003,160.932495,48600000
2021-06-02,161.154999,161.750000,160.399994,161.699493,40290000
2021-06-03,160.211502,160.722000,159.201508,159.350494,47966000
2021-06-04,160.600006,161.050003,159.940506,160.311005,44994000
2021-06-07,159.866501,160.399994,158.610001,159.900497,44316000
2021-06-08,161.130493,163.976501,160.900497,163.205505,68334000
2021-06-09,163.643494,164.878998,163.535004,164.057495,49110000
2021-06-10,164.100494,167.550003,164.057495,167.482498,69530000
2021-06-11,167.482498,168.328995,166.672501,167.341507,56348000
2021-06-14,167.341507,169.250000,166.774994,169.193497,51394000
2021-06-15,169.199997,169.849503,168.155502,169.156494,48524000
2021-06-16,169.600006,171.317505,168.026505,170.762497,84056000
2021-06-17,170.158997,174.860001,170.050003,174.462006,102730000
2021-06-18,173.999496,175.350006,173.685501,174.345001,104954000
2021-06-21,173.820999,174.100006,171.699997,172.697998,65542000
2021-06-22,172.903000,176.188995,172.804504,175.272003,66902000
2021-06-23,175.250000,176.050003,174.160004,175.190994,56266000
2021-06-24,175.382004,176.242996,171.542496,172.453995,76640000
2021-06-25,173.199997,173.240997,169.709000,170.072998,78820000
2021-06-28,170.800003,172.399994,170.675507,172.194504,44856000
2021-06-29,171.940994,172.801498,171.151505,172.406998,41968000
2021-06-30,172.052994,173.580002,171.750000,172.007996,48080000
2021-07-01,171.730499,172.850006,170.470993,171.648499,40742000
2021-07-02,172.582001,175.585999,171.845993,175.548996,63388000
2021-07-06,176.505493,184.274002,176.449997,183.787003,134896000
2021-07-07,185.869003,186.710007,183.945496,184.828995,106562000
2021-07-08,182.177994,187.999496,181.056000,186.570496,103612000
2021-07-09,186.126007,187.399994,184.669998,185.966995,74964000
2021-07-12,187.199997,187.864502,184.839493,185.927505,51432000
2021-07-13,185.104996,188.654007,183.565994,183.867996,76918000
2021-07-14,185.442505,185.882996,183.041504,184.084000,65932000
2021-07-15,184.710007,184.770004,181.046005,181.559998,63706000
2021-07-16,181.665497,182.302994,178.522995,178.681503,80874000
2021-07-19,176.628998,177.510498,174.957993,177.479507,75692000
2021-07-20,178.365997,179.600006,175.899994,178.659500,65114000
2021-07-21,178.819000,179.322495,177.182007,179.259995,46380000
2021-07-22,179.361496,182.001007,179.113495,181.901505,65308000
2021-07-23,182.000000,183.305496,181.102005,182.832001,48726000
2021-07-26,183.658493,185.604004,182.362503,184.990997,58002000
2021-07-27,184.925003,184.925003,179.307495,181.319504,82638000
2021-07-28,181.688995,182.921005,180.050003,181.516006,59988000
2021-07-29,181.387497,181.897507,179.000504,179.996002,110400000
2021-07-30,167.397507,168.406998,165.348999,166.379501,199312000
2021-08-02,167.654999,167.945999,165.850006,166.574005,67078000
2021-08-03,167.035995,169.550003,164.988495,168.311996,83146000
2021-08-04,168.967499,169.444000,167.278000,167.735992,43678000
2021-08-05,167.811005,169.449997,167.046005,168.799500,48670000
2021-08-06,168.750000,168.750000,166.451996,167.246994,52752000
2021-08-09,167.180496,167.744003,166.425995,167.093506,42964000
2021-08-10,167.250504,167.899994,165.750000,166.033997,48252000
2021-08-11,166.572495,166.884995,163.889496,164.605499,58944000
2021-08-12,164.500000,165.725494,163.483505,165.175003,46282000
2021-08-13,165.283493,165.303497,164.149994,164.698502,41134000
2021-08-16,164.149994,165.000000,160.556503,164.949493,66394000
2021-08-17,163.875000,164.024506,161.283997,162.098007,67758000
2021-08-18,162.099503,162.705002,160.000000,160.061005,56086000
2021-08-19,159.701004,161.649994,159.123001,159.387497,75658000
2021-08-20,160.193497,160.390503,158.787994,159.997498,67168000
2021-08-23,160.595001,164.044998,160.500504,163.293503,65362000
2021-08-24,164.000000,165.774506,163.729004,165.289001,51036000
2021-08-25,165.493500,166.050003,164.307495,164.959000,33606000
2021-08-26,164.949997,166.600006,164.800003,165.800003,41976000
2021-08-27,166.661499,167.615997,165.687500,167.481506,48048000
2021-08-30,167.871506,172.250000,167.761002,171.078506,63844000
2021-08-31,171.240005,173.628998,169.779495,173.539505,87128000
2021-09-01,174.820007,176.350006,173.761993,173.949997,72598000
2021-09-02,174.738007,175.598007,172.750000,173.156006,58474000
2021-09-03,172.600006,174.133499,171.822006,173.902496,51514000
2021-09-07,173.899994,176.404495,173.847000,175.464493,54758000
2021-09-08,175.582504,177.281494,174.783493,176.274994,61068000
2021-09-09,176.300995,177.499496,174.018494,174.207993,54384000
2021-09-10,175.091507,175.422501,173.145493,173.457504,47946000
2021-09-13,174.139999,174.897995,171.899994,172.858505,51380000
2021-09-14,173.777496,174.340500,171.885498,172.500000,38738000
2021-09-15,172.126007,174.270996,170.100494,173.789505,59150000
2021-09-16,172.998001,174.627502,172.307007,174.412003,51672000
2021-09-17,174.420502,174.870499,172.606506,173.126007,92332000
2021-09-20,169.800003,170.949997,165.250504,167.786499,93382000
2021-09-21,168.750000,168.985001,166.619507,167.181503,55618000
2021-09-22,167.550003,169.449997,167.052505,169.002502,48228000
2021-09-23,169.002502,171.447998,169.002502,170.800003,47588000
2021-09-24,170.100494,171.462997,169.669998,171.276001,42324000
2021-09-27,168.574997,170.778503,166.980499,170.289993,72690000
2021-09-28,167.885498,168.459503,164.505005,165.798004,88616000
2021-09-29,166.105499,167.565002,164.893494,165.056000,51246000
2021-09-30,165.800003,166.392502,163.699493,164.251999,56848000
2021-10-01,164.450500,165.458496,162.796997,164.162994,56712000
2021-10-04,163.969498,163.999496,158.812500,159.488998,90462000
2021-10-05,160.225006,163.036499,160.123001,161.050003,65384000
2021-10-06,160.676498,163.216995,159.931000,163.100494,50660000
2021-10-07,164.576996,166.287506,164.153000,165.121506,48182000
2021-10-08,165.850006,166.071503,164.410004,164.431000,39964000
2021-10-11,163.750000,164.629501,161.904999,162.315002,40684000
2021-10-12,162.850006,163.376495,161.813995,162.366501,36392000
2021-10-13,163.485504,164.419006,163.054504,164.214005,48402000
2021-10-14,165.122498,165.630005,164.539001,164.992996,42190000
2021-10-15,165.570999,170.520996,165.199997,170.451004,103598000
2021-10-18,169.417999,172.458496,169.255005,172.337006,63482000
2021-10-19,171.714493,172.734497,171.100006,172.207504,47722000
2021-10-20,172.632996,173.143005,170.018494,170.753006,42796000
2021-10-21,170.712494,172.014008,170.149994,171.750504,37628000
2021-10-22,171.050003,171.492004,166.565002,166.777496,62782000
2021-10-25,166.750000,167.389999,164.884995,166.018494,44520000
2021-10-26,167.475494,170.806000,167.199005,168.803497,53966000
2021-10-27,169.399994,171.850006,168.572495,169.624496,54044000
2021-10-28,170.104996,173.949997,169.300003,172.328506,114174000
2021-10-29,165.001007,168.740997,163.666000,168.621506,129722000
2021-11-01,168.089996,168.792999,164.600998,165.905502,72178000
2021-11-02,165.750504,166.556000,164.177505,165.637497,52552000
2021-11-03,165.449997,169.746002,164.876007,169.199997,67944000
2021-11-04,168.500000,174.931503,168.250000,173.850006,107060000
2021-11-05,173.850006,178.312500,173.848999,175.949493,99940000
2021-11-08,176.162003,178.949997,174.393005,174.449005,61480000
2021-11-09,175.762497,179.688507,175.071503,178.811493,85898000
2021-11-10,178.193497,180.272507,173.154495,174.102493,80548000
2021-11-11,175.649994,177.162003,173.373505,173.625000,45288000
2021-11-12,174.250000,177.036499,172.352493,176.257507,53788000
2021-11-15,176.850006,179.694000,176.290497,177.283997,58594000
2021-11-16,176.949997,178.824997,176.257507,177.035004,44342000
2021-11-17,178.235992,179.362503,177.267502,177.449997,51206000
2021-11-18,178.317505,185.210007,178.050003,184.802994,114070000
2021-11-19,185.634506,188.107498,183.785995,183.828506,98734000
2021-11-22,183.819000,185.673004,178.375000,178.628494,96844000
2021-11-23,179.251999,181.052505,176.385498,179.001999,73804000
2021-11-24,178.133499,180.682007,176.842499,179.020493,46560000
2021-11-26,180.104996,181.675003,175.207504,175.227997,59826000
2021-11-29,177.382004,179.800003,176.574997,178.078506,65312000
2021-11-30,178.175003,179.288498,174.600494,175.353500,80022000
2021-12-01,177.250000,177.994003,172.080002,172.186005,74916000
2021-12-02,173.000000,174.634995,171.187500,171.867996,64726000
2021-12-03,172.750000,173.493500,166.929993,169.489502,80712000
2021-12-06,169.649994,173.695496,166.934494,171.368500,68860000
2021-12-07,174.600006,177.499496,173.334503,176.164505,66410000
2021-12-08,176.150497,177.179993,174.750504,176.158005,45254000
2021-12-09,175.750000,176.969498,174.139496,174.171005,46062000
2021-12-10,175.417007,175.927002,170.500000,172.212006,60690000
2021-12-13,172.000000,172.100006,169.130005,169.567505,62170000
2021-12-14,167.550003,169.498993,166.440002,169.091507,55976000
2021-12-15,168.598007,173.600006,165.195007,173.315002,75794000
2021-12-16,173.368500,174.166000,168.160507,168.871002,60876000
2021-12-17,167.710495,170.898499,165.613495,170.017502,85542000
2021-12-20,166.850006,167.874496,165.600006,167.078995,57372000
2021-12-21,167.850494,170.716507,165.647507,170.417007,55956000
2021-12-22,169.270004,172.050003,168.500504,171.037003,55036000
2021-12-23,170.427994,171.975006,170.149994,171.068497,36788000
2021-12-27,171.037003,172.942993,169.215500,169.669495,58688000
2021-12-28,170.182495,172.175995,169.135498,170.660995,54638000
2021-12-29,170.839996,171.212006,168.600494,169.201004,35754000
2021-12-30,169.699997,170.888000,168.524002,168.644501,37584000
2021-12-31,168.955994,169.350006,166.558502,166.716995,47830000
2022-01-03,167.550003,170.703506,166.160507,170.404495,63520000
2022-01-04,170.438004,171.399994,166.349503,167.522003,70726000
2022-01-05,166.882996,167.126495,164.356995,164.356995,64302000
2022-01-06,163.450500,164.800003,161.936996,163.253998,51958000
2022-01-07,163.839005,165.243500,162.031006,162.554001,46606000
2022-01-10,160.585495,161.661499,156.304504,161.485992,87798000
2022-01-11,161.500000,166.350006,160.701508,165.362000,62806000
2022-01-12,166.574997,166.878006,164.417007,165.207001,50030000
2022-01-13,165.250504,166.221497,161.091003,161.214005,52188000
2022-01-14,160.149994,162.250000,159.800507,162.138000,45974000
2022-01-18,159.104996,159.734497,157.664505,158.917496,67292000
2022-01-19,158.761993,159.250000,156.250000,156.298996,53242000
2022-01-20,156.766006,158.000000,151.350998,151.667496,71974000
2022-01-21,149.949997,150.899994,142.070496,142.643005,163972000
2022-01-24,139.000000,144.945007,135.352005,144.544006,155624000
2022-01-25,142.242493,143.600006,138.145004,139.985992,90824000
2022-01-26,144.750000,145.184998,137.318497,138.872498,95602000
2022-01-27,140.800003,144.243500,139.350006,139.637497,77516000
2022-01-28,140.860504,143.998001,137.929504,143.977997,74392000
2022-01-31,144.750000,150.360504,144.300507,149.573502,78308000
2022-02-01,150.000000,151.707993,147.627502,151.193497,59220000
2022-02-02,155.050507,155.074997,148.863495,150.612503,87330000
2022-02-03,141.737503,144.247498,138.332993,138.845505,225532000
2022-02-04,155.606506,161.199997,150.608002,157.639496,253456000
2022-02-07,158.520004,162.690994,157.250000,157.935501,102624000
2022-02-08,156.750504,161.792496,155.550507,161.413498,76040000
2022-02-09,162.873505,163.834503,160.250000,161.189499,68786000
2022-02-10,158.350006,160.716507,157.750000,159.003494,68268000
2022-02-11,158.134506,159.000000,152.733994,153.293503,77100000
2022-02-14,151.751007,158.448502,151.649994,155.167007,83230000
2022-02-15,157.605499,158.007004,154.637497,156.510498,56440000
2022-02-16,155.790497,158.834000,154.734497,158.100494,52704000
2022-02-17,158.145996,160.348999,154.500000,154.652496,64032000
2022-02-18,155.499496,155.499496,150.893005,152.601501,63604000
2022-02-22,150.478500,152.982498,148.485504,150.197495,66128000
2022-02-23,151.650497,151.763000,144.651001,144.826996,64244000
2022-02-24,139.837494,151.748993,139.500000,151.358002,100786000
2022-02-25,150.550003,153.990005,149.213501,153.788498,62396000
2022-02-28,152.425003,154.449997,150.850006,153.563004,57684000
2022-03-01,152.732498,154.098999,149.977005,151.141998,44874000
